UPC,Item description,Call description,Call type,Verbatim,Ticket ID,Brand Name,MDSE category,Batch Lot,Create date,Expire date,Month,Calendar Year,Site ID,Week,State,Fiscal Year Ending,Store,City
68113114834,SLD CHP SBC TF,Foreign Objects,Complaint,"Customer stated: Got poked in the mouth by a wood piece. About 1 inch long, flat and pointed, thickness of a matchstick.

Purchased this before? No

Advised customer QA would be notified.

Provided customer with $5 GC, confirmation# GCR258618

Apologized for experience. Call disconnected.

------------TAYLOR FARMS PACIFIC INC

A complaint was received by our Customer Connections Team claiming that a foreign object / contaminant has been found or detected in the following product which you supply to Walmart: SLD CHP SBC TF

Within one (1) business day, overnight a prepaid package to the customer and arrange for the product and contaminant to be returned to the appropriate person within your company. The prepaid package should be large enough to accommodate the product and contaminant without compromising the integrity of the evidence. The customer’s contact information and details of the incident are provided below. We have also attached a form letter to provide along with the prepaid package. If you cannot reach the customer after multiple attempts, please inform Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, that you were not able to contact the customer.
There may be instances in which the customer refuses to return the object - This is considered out of your control; however, you are still expected to notify us of the issue. If you have questions about the customer's contact information, please reply to this email (customerspark@mailmw.custhelp.com).

Once the object is retrieved, we ask that you investigate per your internal procedures and respond to Walmart Food Safety with the following information:
1. The identification and origin of implicated foreign object / contaminant.
2. An explanation of how this occurred within the process.
3. A description of the corrective actions you have implemented to prevent reoccurrence.
4. Has your company had any similar complaints to indicate this is not an isolated incident?

Additionally, please provide us with copies of any analytical results obtained. We expect to receive a summary of your investigation no later than 14 business days from the date of this email.

**PLEASE NOTE** After your investigation is completed, you must do THREE things:
1. Report to Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, the results of your investigation and the answers to the outline questions above.
2. Contact the consumer and share your results.
3.",190817-008969,,CSR,PFD219B6-0G55,17-Aug-19,20-Aug-19,8,2019,338,30,,2020,338,LAMAR
68113153208,ORG SLD ARG SP 5Z HM,Product Condition,Complaint,"Stated: Organic Spinach and Arugula MS. Opened up and realized there was not a full seal on it.Purchase Before? YesResolution: Advised QA. Directed to dispose of product. Push back on return, will issue GC.$5 G, Conf#GCR258629Advised always happy to help. Offered final assistance and survey.",190817-019006,,CSR,TFT2189AJ,17-Aug-19,20-Aug-19,8,2019,518,30,,2020,518,CANTON
68113122152,SLD CHP AVRNH TF,Product Condition,Complaint,"Customer stated: Bought Market side avocado ranch and its really bad and the cheese was all mixed in and the ranch bag dressing was coming out the corner.

Purchased this before? yesHappened before? No

Advised customer QA (quality assurance team )would be notified.advised costumer that the GV is a 100 satisfaction guaranteed so if you don't have the the receipt you can get an exchange only, Ask to speak to a salary manager.

Also Advised costumer if you have the receipt for the GV you can go back to the store to get an exchange or money back. 

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190818-025072,,CSR,TFRS222B05B20,18-Aug-19,26-Aug-19,8,2019,85,30,,2020,85,BENTON
68113132894,SLD ICEBERG 12OZ TF,Product Condition,Complaint,"Customer stated: purchased MS Salad Mix, product was completely wet.Purchased before: YesHappened before: NoAdvised customer: QA would be notified. Provided customer with $5 GC, confirmation# GCR258732.Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190819-005136,,CSR,TFD219AS-21322 164411-01,19-Aug-19,20-Aug-19,8,2019,789,30,,2020,789,MESQUITE
68113138735,TAYLOR FARMS SLD BC CSR 14.6Z TF,Product Condition,Complaint,"Customer Stated:Marketplace salad kit - looked disgusting - lettuce was all brown.
Advised Customer that I would send this over to our quality control team.

Purchased item before Yes
Provided GC to customer in amount of $5 with confirmation number GCR258736)

------------Customer had cut batch off of bag when she opened it.",190819-007195,,CSR,,19-Aug-19,25-Aug-19,8,2019,526,30,,2020,526,LOUISVILLE
68113132894,,Product Condition,Complaint,"Customer stated: purchased Organic Iceberg Lettuce, product is slimy and wet inside the bag.

Purchased this before? Yes

Happened before? Yes

Advised customer QA would be notified. Advised to return to store.
Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190819-018250,,CSR,TFD219A5-2-1159,19-Aug-19,20-Aug-19,8,2019,1188,30,,2020,1188,BRIDGETON
68113116079,MKS SANTA FE CHICKEN SALAD BOWL 6.35OZ,Foreign Objects,Complaint,"Customer Stated bought salad two days ago. Santa fe style. There is an old dead fly on the lettuce at the bottom of the salad. It is missing its head.Advised customer we will inform our QA team and Food Safety. He will take it to the store(Hypermart)Purchased item before Yes------------Please find the below information regardingMKS SANTA FE CHICKEN SALAD BOWL 6.35OZthat a customer recently purchased. You will also find the customer's contact information along with the product information we were able to gather. We have resolved this situation with the customer directly, however if you would like to contact them for further information, please feel free to do so (unless otherwise stated in the notes below).

Please look into this issue and respond to our Food Safety Team at FoodSafeCom@wal-mart.com for Food products or Product Safety Team (p.bps10@wal-mart.com) for Non-Food products with your resolution in a timely manner.

Should you have any questions or concerns, please reply back to this email with Private Brands in the Subject line.

Thank you for your assistance with this matter.

Customer Contact Team",190819-024375,,CSR,TFNJ 221P34513,19-Aug-19,22-Aug-19,8,2019,1682,30,,2020,1682,CHESAPEAKE
68113116083,SLD BWL SPDJ 4.9Z TF,Short Volume/Quantity,Complaint,Customer stated that he purchased the Marketside Salad and there was no almonds in it.Advised customer that I would get this information to our Quality Department to be reviewed and addressed. Informed customer of the 100% satisfaction guarantee on the product and they can return to their local store for a refund/exchange per KB.Purchased product before? Yes------------CCB: said store refused his return or change and would not match the customer satisfaction guarantee. Sent a $5 GC confirmation # GCR258984.,190819-041245,,CSR,TFD223BU15,19-Aug-19,23-Aug-19,8,2019,557,30,,2020,557,EMPORIA
68113122152,"Marketside Avocado Ranch Chopped Salad Kit, 8.3 oz",Short Volume/Quantity,Complaint,"Customer Stated she got the avocado ranch salad kit, and it did not have the packet

Advised customer sending to quality, she can take it back to the store for a refund or exchange.

Purchased item before Yes",190819-031635,,CSR,PFD221B3-02:26,19-Aug-19,22-Aug-19,8,2019,975,30,,2020,975,DURANT
68113132896,SLD SHREDS 8OZ TF,Distinct Chemical Flavor or Odor,Complaint,"Customer stated: she got shredded iceberge lettuce and she said it didn't taste right and it smelled like chemical.

Advised customer:We appreciate you contacting us and bringing that to our attention. I will advise the QA department and Supplier about what you said. I will inform food safety as well.

Provided Gift Card $5 #: GCR258835)

Offered final assistance and said closing.She wants to hear back on what was inside of the product.------------TAYLOR FARMS PACIFIC INC
A complaint was received by our Customer Connections Team claiming that a foreign object / contaminant has been found or detected in the following product which you supply to Walmart: SLD SHREDS 8OZ TF

Within one (1) business day, overnight a prepaid package to the customer and arrange for the product and contaminant to be returned to the appropriate person within your company. The prepaid package should be large enough to accommodate the product and contaminant without compromising the integrity of the evidence. The customer’s contact information and details of the incident are provided below. We have also attached a form letter to provide along with the prepaid package. If you cannot reach the customer after multiple attempts, please inform Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, that you were not able to contact the customer.
There may be instances in which the customer refuses to return the object - This is considered out of your control; however, you are still expected to notify us of the issue. If you have questions about the customer's contact information, please reply to this email (customerspark@mailmw.custhelp.com).

Once the object is retrieved, we ask that you investigate per your internal procedures and respond to Walmart Food Safety with the following information:
1. The identification and origin of implicated foreign object / contaminant.
2. An explanation of how this occurred within the process.
3. A description of the corrective actions you have implemented to prevent reoccurrence.
4. Has your company had any similar complaints to indicate this is not an isolated incident?

Additionally, please provide us with copies of any analytical results obtained. We expect to receive a summary of your investigation no later than 14 business days from the date of this email.

**PLEASE NOTE** After your investigation is completed, you must do THREE things:
1. Report to Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, the results of your investigation and the answers to th",190820-008476,,CSR,TFD222B8-1,20-Aug-19,23-Aug-19,8,2019,2694,30,,2020,2694,KIRKWOOD
68113122157,SLD KALE SLW 12Z TF,Compliment Sensory,Compliment,"Customer stated: MS Kale Slaw salad. Says it is delightful, it is great for his diet. Really wonderful and perfect topping. Also a great price.

Purchased this before? n

Advised customer QA would be notified.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190820-012474,,CSR,210127,20-Aug-19,27-Aug-19,8,2019,2944,30,,2020,2944,DELAND
68113122152,SLD CHP AVRNH TF,Product Condition,Complaint,"Customer stated: customer is calling in regards to a 2 Marketside avocado ranch chopped salad kit, she stated she opened it today and it was all brown, and she checked the other bag today as well while on the phone and she noticed its also brown as well and nasty. both salad kits had the same information, she likes the product, and would appreciate if it could be more fresh!

Purchased this before? yes Happened before? yes

Advised customer QA would be notified. Advised to return to store to get a refund or exchange for this product.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190820-010108,,CSR,tfd 224b3/ 03:11 165273-01,20-Aug-19,25-Aug-19,8,2019,9999,30,,2020,9999,BENTONVILLE
68113132894,SLD ICEBERG 12OZ TF,Product Condition,Complaint,"Customer stated: Purchased MKS Classic Iceberg Salad 08/11. Went to open the bag 8/17 and it was bad. All brown and soggy.

Purchased this before? Yes Happened before? Yes

Advised customer QA would be notified. Advised to return to store.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190820-032471,,CSR,TFD218B5-1 17:19,20-Aug-19,19-Aug-19,8,2019,5672,30,,2020,5672,LUCAS
68113132894,SLD ICEBERG 12OZ TF,Foreign Objects,Complaint,"Customer Stated: she bought salad and it had a dead black bug in it. No longer has bbd or lot code - it was on the part she cut off. She threw away the bug and disposed of salad.

Purchased this before? yes Happened before? no

Advised customer QA would be notified, food safety, supplier.
Advised of the 100% satisfaction guarantee, return to store.
Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------Taylor Farms,Please find the below information regarding Marketside iceberg lettuce that a customer recently purchased. Please reply to this email and our team will follow-up with the customer accordingly.

Thank you for your assistance with this matter.

Customer Contact Team",190820-036253,,CSR,,20-Aug-19,,8,2019,5753,30,,2020,5753,ALEXANDRIA
68113114834,SLD CHP SBC TF,Foreign Objects,Complaint,"Customer stated: Purchased Market side salad found a worm in it.


Purchased this before? Yes


Happened before? No


Resolution: kb article- foreign objects (agri)Forward to Food Safety and the supplier.
Advised customer QA would be notified. Advised to return to store. Provided customer with $ 5, confirmation #GCR258898

Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------Please find the below information regarding Market side Salad ] that a customer recently purchased. You will also find the customer's contact information along with the product information we were able to gather. We have resolved this situation with the customer directly, however if you would like to contact them for further information, please feel free to do so (unless otherwise stated in the notes below).

Please look into this issue and respond to our Food Safety Team at FoodSafeCom@wal-mart.com for Food products or Product Safety Team (p.bps10@wal-mart.com) for Non-Food products with your resolution in a timely manner.

Should you have any questions or concerns, please reply back to this email with Private Brands in the Subject line.

Thank you for your assistance with this matter.

Customer Contact Team",190820-039517,,CSR,tfrs215a04b07:23,20-Aug-19,19-Aug-19,8,2019,3897,30,,2020,3897,TWIN FALLS
68113108573,ORG SLD SPIN 16Z TF,Product Condition,Complaint,"Customer stated:
She purchased some spinach and it was supposed to be pre-washed, but it was muddy. She wanted to just let us know.

Purchased this before?
Yes

Happened before?
No

Resolution:
Advised customer QA would be notified. Advised to return to store.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190820-052381,,CSR,,20-Aug-19,,8,2019,110,30,,2020,110,WINTER GARDEN
68113138807,SLD ROMAINE 18OZ TF,Product Condition,Complaint,Marketside Romaine salad. When she opened it was bad before the Bby date. Apologized and will send to QA. Issued $10 gift cardGCR# 258916,190820-034518,,CSR,tfmx219a0 e08,20-Aug-19,23-Aug-19,8,2019,1454,30,,2020,1454,QUINCY
68113116079,SLD BWL SFE 6.35Z TF,Foreign Objects,Complaint,"Marketside Santa Fe Southwestern. Customer found bugs in the mix when she opened it. She took it back to the store and was refunded her money. The customer service manager kept the packaging but gave customer the sticker with item information. Customer did not have the best by date. Advised will send to QA------------Please find the below information regarding Marketside Southwestern Santa Fe salad that a customer recently purchased. You will also find the customer’s contact information along with the product information we were able to gather. We have resolved this situation with the customer directly, however if you would like to contact them for further information, please feel free to do so (unless otherwise stated in the notes below). Please look into this issue and respond to our Food Safety Team (FoodSafeCom@Wal-mart.com) for Food products or Product Safety Team (p.bps10@wal-mart.com) for Non-Food products with your resolution in a timely manner.
Should you have any questions or concerns, please reply back to this email (customerspark@mailmw.custhelp.com) with Private Brands in the Subject line.

Thank you for your assistance with this matter.

Sincerely,

Private Brand Customer Connections
Walmart Stores, Inc",190820-027429,,CSR,144944-t79,20-Aug-19,,8,2019,154,30,,2020,154,ABINGDON
68113132898,ORG SLD BBYSP 5Z TF,Sensory Complaint,Complaint,"Customer stated: purchased MS Baby Spinach, tastes horrible. Was refused at store because it was past the expiration date.Purchased before: YesHappened before: NoAdvised customer: QA would be notified. Provided customer with $5 GC, confirmation# GCR258943.Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190821-012913,,CSR,TFRS197A14B13:57,21-Aug-19,1-Aug-19,8,2019,4627,30,,2020,4627,DENTON
68113116082,SLD BWL CRWL 4.5Z TF,Foreign Objects,Complaint,"Customer stated: purchased MS Cranberry Walnut Salad, found a piece of plastic (size of dime, green) in product.Purchased before: YesHappened before: NoAdvised customer: QA and supplier would be notified. Provided customer with $10 GC, confirmation# GCR258959Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------[TAYLOR FARMS PACIFIC INC]

A complaint was received by our Customer Connections Team claiming that a foreign object / contaminant has been found or detected in the following product which you supply to Walmart: [SLD BWL CRWL 4.5Z TF]

Within one (1) business day, overnight a prepaid package to the customer and arrange for the product and contaminant to be returned to the appropriate person within your company. The prepaid package should be large enough to accommodate the product and contaminant without compromising the integrity of the evidence. The customer’s contact information and details of the incident are provided below. We have also attached a form letter to provide along with the prepaid package. If you cannot reach the customer after multiple attempts, please inform Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, that you were not able to contact the customer.
There may be instances in which the customer refuses to return the object - This is considered out of your control; however, you are still expected to notify us of the issue. If you have questions about the customer's contact information, please reply to this email (customerspark@mailmw.custhelp.com).

Once the object is retrieved, we ask that you investigate per your internal procedures and respond to Walmart Food Safety with the following information:
1. The identification and origin of implicated foreign object / contaminant.
2. An explanation of how this occurred within the process.
3. A description of the corrective actions you have implemented to prevent reoccurrence.
4. Has your company had any similar complaints to indicate this is not an isolated incident?

Additionally, please provide us with copies of any analytical results obtained. We expect to receive a summary of your investigation no later than 14 business days from the date of this email.

**PLEASE NOTE** After your investigation is completed, you must do THREE things:
1. Report to Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, the results of your investigation and the answers t",190821-012811,,CSR,TFNJ226P34513,21-Aug-19,27-Aug-19,8,2019,5253,30,,2020,5253,CHESAPEAKE
68113138753,SLD ROMAINE 9OZ TF,Foreign Objects,Complaint,"Customer is calling because she found a piece of metal shaving in the salad she just purchased. She said it is coiled up and maybe an inch long.Purchased this before?NoAdvised customer QA would be notified. Compensated for foreign object.Customer has the FO and is saving for possible pickup.Provided customer with $5 GC, confirmation GCR258961Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------Taylor Farms

A complaint was received by our Customer Connections Team claiming that a foreign object / contaminant has been found or detected in the following product which you supply to Walmart: Market Side Salad

Within one (1) business day, overnight a prepaid package to the customer and arrange for the product and contaminant to be returned to the appropriate person within your company. The prepaid package should be large enough to accommodate the product and contaminant without compromising the integrity of the evidence. The customer’s contact information and details of the incident are provided below. We have also attached a form letter to provide along with the prepaid package. If you cannot reach the customer after multiple attempts, please inform Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, that you were not able to contact the customer.
There may be instances in which the customer refuses to return the object - This is considered out of your control; however, you are still expected to notify us of the issue. If you have questions about the customer's contact information, please reply to this email (customerspark@mailmw.custhelp.com).

Once the object is retrieved, we ask that you investigate per your internal procedures and respond to Walmart Food Safety with the following information:
1. The identification and origin of implicated foreign object / contaminant.
2. An explanation of how this occurred within the process.
3. A description of the corrective actions you have implemented to prevent reoccurrence.
4. Has your company had any similar complaints to indicate this is not an isolated incident?

Additionally, please provide us with copies of any analytical results obtained. We expect to receive a summary of your investigation no later than 14 business days from the date of this email.

**PLEASE NOTE** After your investigation is completed, you must do THREE things:",190821-024989,,CSR,"TFMX 218A07-2 VF02-L,J2",21-Aug-19,22-Aug-19,8,2019,5358,30,,2020,5358,SHIPPENSBURG
68113109301,MKS FARMHOUSE SLD,Product Condition,Complaint,Customer stated that she purchased the Marketside Salad and customer is stating that that they put the stocks of lettuce in the salad.Customer does not have the expiration/best or batch/lot number.Advised customer that I would get this information to our Quality Department to be reviewed and addressed. Informed customer of the 100% satisfaction guarantee on the product and they can return to their local store for a refund/exchange per KB.Purchased product before? Yes,190821-043364,,CSR,,21-Aug-19,,8,2019,1354,30,,2020,1354,WASHINGTON
68113191699,MKS COBB SALAD,Product Condition,Complaint,"Customer stated: customer is calling in regards to Marketside cobb salad, he mention its old and very bad and 2/3 days old salad the leave were no good the lettuce was awful the tom, cum, did not taste good there was cheese but not enough cheese, the lettuce had brown on the edges. customer is not sure about the 1st part of the batch/lot #. he does have his receipt.

Purchased this before?yes Happened before? no

Advised customer QA would be notified. Advised to return to store to get a refund or exchange for this product.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190821-054622,,CSR,9106 118237v13,21-Aug-19,22-Aug-19,8,2019,844,30,,2020,844,MORRIS
68113107447,VEG KABOBS 23OZ HM,Ingredients/Allergies Questions,Inquiry,Customer would like to know if the veggies in the Marketside Fresh Veggie Grillers 23 oz are organic and non GMO.,2200979,Grocery,VALUE ADDED VEGETABLES,,22-Aug-19,,8,2019,,30,,2020,0,
68113138744,SLD CAESAR TF,Short Volume/Quantity,Complaint,"Customer stated: purchased MS Caesar Salad Kit, only had lettuce.Purchased before: YesHappened before: NoAdvised customer: QA would be notified. Provided customer with $5 GC, confirmation# GCR259055.Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190822-024037,,CSR,TFMD221A10B10:35,22-Aug-19,22-Aug-19,8,2019,5922,30,,2020,5922,VIRGINIA BEACH
68113102789,SLD SPRING MIX 5Z TF,Product Condition,Complaint,"2 bags of MKS Spring Mix - it was terrible, it has huge pieces of spinach and too much spinach.Advised of the 100% satisfaction guarantee. Advised that we will send this up to the QA team for investigation. Sent to Food Safety.

Gift Card Requst Successful for $5Request #: GCR259060",190822-033781,,CSR,TFRS217A09B14:34,22-Aug-19,21-Aug-19,8,2019,2745,30,,2020,2745,FAYETTEVILLE
68113138748,SLD 3CLRSLAW 16Z TF,Date on Item (on Shelf) had Expired,Complaint,"Customer stated: Bought Marketside cole slaw and its already spoiled. Bought the day before yesterday.

Purchased this before? YesHappened before? No

Advised customer QA (quality assurance team )would be notified. 

Advised costumer if you don't have the receipt you can take it back to the store and speak to a salary manager but it will be under there discretion whether they give an exchange or not.

Advised costumer if they do a push back to give a call while in the store and we will call the store and speak to a manager ourselves

Apologized for experience. Offered final assistance, survey, and advised always happy to help",190822-015870,,CSR,TFV218A7-2,22-Aug-19,19-Aug-19,8,2019,6500,30,,2020,6500,INDEPENDENCE
68113191699,COBB SALAD 15 OZ TF,Foreign Objects,Complaint,"Customer stated: Customer had a salad with a piece of glass within it that he accidentally had within this month.Advised customer QA would be notified.Provided customer with $5 GC, confirmation# GCR259090------------Dear TAYLOR FARMS PACIFIC INC

A complaint was received by our Customer Connections Team claiming that a product that you supply to Walmart COBB SALAD 15 OZ TF does not meet their standards for quality. Please retrieve the below product from the customer so this incident can be investigated to ensure the product is within specifications.

If you have any communication with the customer as a result of retrieving this product, please reply back to this email informing us of such communication.

Thank you for your support.

Sincerely,

Corporate Food Safety
Walmart Stores, Inc",190822-040344,,CSR,,22-Aug-19,22-Aug-19,8,2019,5935,30,,2020,5935,TIGARD
68113109301,MKS FARMHOUSE SLD,Foreign Objects,Complaint,"Customer stated: Bought a market side pre made salad chicken and bacon and ranch. there is a live fly flying in it.

Purchased this before? YesHappened before? No

Advised customer QA (quality assurance team )would be notified. 

Advised costumer to give us a call back once we get more product information and will be able to send this to the right people.

Apologized for experience. Offered final assistance, survey, and advised always happy to help------------CCB states that she spoke to a co manager who did not seem to helpful. Got product info and advised we could compensate for one but not all and she could return them to the store. Customer disconnected the call.",190822-028552,,CSR,D89,22-Aug-19,24-Aug-19,8,2019,1985,30,,2020,1985,LAUREL
68113132894,SLD ICEBERG 12OZ TF,Sensory Complaint,Complaint,"Customer stated:
Two Marketside classic ice burg lettuce 12 oz bags were purchased a few days ago. All the lettuce inside was wilted and sweating on the inside, the lettuce had sunk to the bottom of the bag. The red cabbage had stained the lettuce, everything was pink inside.
Receipt: Yes

Advised customer: 100% satisfaction guarantee.
QA would be notified. Return to the store for an exchange or return.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190822-050963,,CSR,TFD220A1-2 11:32 164422-01,22-Aug-19,21-Aug-19,8,2019,2616,30,,2020,2616,O FALLON
68113132897,ORG SLD SPRNG 5Z TF,Country Of Origin Inquiries,Inquiry,"Customer stated: Marketside salad organic spring mix wants to know made in the USA? Advised it was made in the USA.Purchased this before?YesHappened before? NoAdvised customer QA would be notified.Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190822-055069,,CSR,TFT2279AR16:47:03,22-Aug-19,29-Aug-19,8,2019,282,30,,2020,282,FRANKLIN
68113191699,MKS COBB SALAD,Foreign Objects,Complaint,"Caller purchased Marketside ranch cob salad. In the bottom of the salad was black bug.Salad was purchased:7:45Caller has not contacted the store yet.Caller insists on call back1-888-658-6325 also provided caller the number for marketfresh customer hotline.advised caller that she would receive a call back within 72 hours and this ticket would be sent to management for review.**** Call back required ****------------*Customer said there was no Batch/Lot#*CCB - In addition to the bug in the salad, there were two hairs that she pulled out as well.Purchased before? Yes. Happened before? NoAdvised customer QA would be notified.Provided $5 GC. Confirmation # GCR259109Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------Please find the below information regarding MKS COBB SALAD that a customer recently purchased. You will also find the customer's contact information along with the product information we were able to gather. We have resolved this situation with the customer directly, however if you would like to contact them for further information, please feel free to do so (unless otherwise stated in the notes below).

Please look into this issue and respond to our Food Safety Team at FoodSafeCom@wal-mart.com for Food products or Product Safety Team (p.bps10@wal-mart.com) for Non-Food products with your resolution in a timely manner.

Should yo",190822-065950,,CSR,,22-Aug-19,25-Aug-19,8,2019,5328,30,,2020,5328,BATON ROUGE
68113116079,SLD BWL SFE 6.35Z TF,Ingredients/Allergen Questions,Inquiry,"Customer stated: Pre-made Santa Fe Style salad with chicken. Needs to know if it is gluten-free. Customer called to ask about two different salads, the Spinach salad is on reference #190823-042328.Advised customer that per ProSpec it is not suitable for Celiacs.Advised customer QA would be notified.Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190823-041609,,CSR,TFLD26EGL11 P-44818,23-Aug-19,27-Aug-19,8,2019,5132,30,,2020,5132,WINTER SPRINGS
68113116083,SLD BWL SPDJ 4.9Z TF,Ingredients/Allergen Questions,Inquiry,"Pre-made Spinach salad. Needs to know if it is gluten-free. Customer called to ask about two different salads, the Santa Fe style chicken salad is on reference #190823-041609.Advised customer that per ProSpec it is not suitable for Celiacs.Advised customer QA would be notified.Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190823-042328,,CSR,TFFLD225ER12,23-Aug-19,26-Aug-19,8,2019,5132,30,,2020,5132,WINTER SPRINGS
68113127653,SLD FAMILY SBC TF,Short Volume/Quantity,Complaint,"Customer stated: purchased MS Salad Kit- Missing all of the add ons.Purchased before: NoHappened before: NoAdvised customer: QA would be notified. Provided customer with $5 GC, confirmation# GCR259170Apologized for experience. Offered final assistance, survey, and advised always happy to help.",190823-054370,,CSR,TFFL228BWNL5,23-Aug-19,29-Aug-19,8,2019,928,30,,2020,928,ST. JOHNS
68113138804,MKS SOUTHWEST SALAD,Foreign Objects,Complaint,"Customer stated: MKS Southwest Salad, I find a penny in my salad.

Purchased this before? Yes Happened before? No

Advised customer QA would be notified. Advised to return to store.

Apologized for experience. Offered final assistance, survey, and advised always happy to help.------------Dear Michael,Please Look Into and Advise. Thank you!UPC# 68113138804Item# 565703556------------This needs to go to private Brands team.



Thanks, 
Mike Sostrin

Produce Merchandising

Sr. Buying Manager- Packaged Vegetables

Phone 479-204-2427 Fax 479-273-8751

Email michael.sostrin@walmart.com
Walmart Stores, Inc.
Walmart Stores Home Office

702 SW 8th Street

Bentonville, AR 72716-0265

Save money. Live better





“Nothing in this email should be construed as an offer or acceptance of any kind that creates an obligation on behalf of Walmart, its affiliates or subsidiaries. Any commitment by Walmart will be documented by a written agreement executed by an officer of the Company or a validly issued purchase order.”





An incident has been assigned to Michael Sostrin: 190823-009520



Subject: Private Brand - Foreign Objects
Store #: 1660
Department: Private Brand
Category:

Thread:

Private Note:

Customer stated: MKS Southwest Salad, I find a penny in my salad.

Purchased this before? Yes Happened before? No

Advised customer QA would be notified. Advised to return to store.

Apolo",190823-044328,,CSR,,23-Aug-19,25-Aug-19,8,2019,1660,30,,2020,1660,PALMDALE
68113108573,ORG SLD SPIN 16Z TF,Foreign Objects,Complaint,"Customer Stated: Package of spinach. Broken, plastic parts inside. Looks like a clip from fanny pack or backpack.

Purchased Before? Yes, first time with issue.

Resolution: Thanked customer for bringing to our attention. Apologized for experience. Informed of possible retrieval and provided with GC compensation.$5 GC, Conf# GCR259191

Advised always happy to help. Offered any final assistance and survey.------------Taylor Farms,

A complaint was received by our Customer Connections Team claiming that a foreign object / contaminant has been found or detected in the following product which you supply to Walmart: Great Value Spinach

Within one (1) business day, overnight a prepaid package to the customer and arrange for the product and contaminant to be returned to the appropriate person within your company. The prepaid package should be large enough to accommodate the product and contaminant without compromising the integrity of the evidence. The customer’s contact information and details of the incident are provided below. We have also attached a form letter to provide along with the prepaid package. If you cannot reach the customer after multiple attempts, please inform Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, that you were not able to contact the customer.
There may be instances in which the customer refuses to return the object - This is considered out of your control; however, you are still expected to notify us of the issue. If you have questions about the customer's contact information, please reply to this email (customerspark@mailmw.custhelp.com).

Once the object is retrieved, we ask that you investigate per your internal procedures and respond to Walmart Food Safety with the following information:
1. The identification and origin of implicated foreign object / contaminant.
2. An explanation of how this occurred within the process.
3. A description of the corrective actions you have implemented to prevent reoccurrence.
4. Has your company had any similar complaints to indicate this is not an isolated incident?

Additionally, please provide us with copies of any analytical results obtained. We expect to receive a summary of your investigation no later than 14 business days from the date of this email.

**PLEASE NOTE** After your investigation is completed, you must do THREE things:
1. Report to Walmart Food Safety (FoodSafeCom@wal-mart.com), or Walmart Product Safety (PBPS10@email.wal-mart.com) for non-food products, the results of your investigation and the answers to the outline questions above.<",190824-006436,,CSR,TFND20031 19:04,24-Aug-19,1-Aug-19,8,2019,5941,31,,2020,5941,WASHINGTON
68113191697,MKS CHEF SALAD,Product Condition,Complaint,Marketside Chef Salad. Very watery. she buys all the time and never had this happen before. Apologized and advised will send to QA. issued $5 gift card. GCR# 259227,190824-029192,,CSR,,24-Aug-19,26-Aug-19,8,2019,2252,31,,2020,2252,EASTON
